,날짜,언론사,제목,sentiment
2296,2022.02.25,핀포인트뉴스,"뉴욕증시, 시총 상위종목 반등...애플 1.67%↑ 테슬라 4.75%↑",1
2297,2022.02.25,핀포인트뉴스,"테슬라·리비안·루시드, 우크라 사태에도 주가 '폭등' 랠리…뉴욕 증시도 '훈풍'",1
2301,2022.02.25,이코노뉴스,"명신산업·엠에스오토텍, 테슬라 관련주 모두 상승세…특히 엠에스오토텍 가파른 상승세로 4% 상승",1
2302,2022.02.25,초이스경제,"미국증시 마감 40분전...나스닥·테슬라 '껑충', WTI '상승', 10년물금리 1.974%, ""러, 제재확대""",1
2455,2022.02.25,이코노뉴스,"뉴욕증시, 러시아 우크라이나 침공에도 급반등…MS 5%대 등 기술주 상승반등, 테슬라 4%대 올라 –항공주도 강보합",1
2466,2022.02.25,이데일리,"“테슬라, 상하이에 공장 신축 예정…중국서 연 200만대 생산 목표”",1
2467,2022.02.25,한국경제,"테슬라, 또 상하이에 공장 짓는다…""中서 연 200만대 생산""",1
2468,2022.02.25,연합뉴스,"""테슬라, 상하이에 공장 신축한다…중국내 연 200만대 생산목표""",1
2469,2022.02.25,헤럴드경제,테슬라 대량 생산 '박차'...상하이에 두번째 기가팩토리 짓는다,1
2470,2022.02.25,한국경제TV,"""중국서 연 200만대 생산""…테슬라, 상하이에 공장 증설",1
2471,2022.02.25,대한경제,"테슬라, 상하이에 공장 신축…중국서 연 200만대 생산 목표",1
2472,2022.02.25,엠투데이,"테슬라, 상하이 기가팩토리 2공장 건설, 200만대 생산 체제 구축",1
2473,2022.02.25,글로벌경제,"테슬라, 상하이에 내달 공장 신축...연 200만대 생산목표",1
2474,2022.02.25,뉴스케이프,"테슬라, 상하이에 공장 신축…""연 200만대 생산 목표""",1
2475,2022.02.25,매일경제,상하이 새 공장 짓는 테슬라…中현지생산 2배이상 늘린다,1
2476,2022.02.25,SBS Biz,"로이터""테슬라, 상하이에 새 공장 건설...연간 200만대 생산""",1
2477,2022.02.25,SBS Biz,"[글로벌 비즈] 테슬라, 상하이에 새 공장 설립…연간 200만 대 생산 계획",1
2478,2022.02.25,디지털데일리,"테슬라, 中 상하이에 새 공장 증설…생산능력 2배 늘린다",1
2479,2022.02.25,베타뉴스,"테슬라, 중국 상하이에 2번째 공장 신설 추진…연간 200만대 생산 목표",1
2480,2022.02.25,전자신문,"美 당국, 머스크 형제 조사…테슬라 주식 내부자 거래 혐의",0
2481,2022.02.25,연합뉴스,"미국 증권당국, 머스크 형제 테슬라 주식 내부자거래 혐의 조사",0
2482,2022.02.25,아시아경제,"""머스크 형제, 테슬라 주식 매각 건으로 SEC '내부자거래' 조사 받아""",0
2483,2022.02.25,한국경제,"악재 전 테슬라 주식 매각…美, 머스크 형제 증권 범죄 혐의 조사",0
2484,2022.02.25,블로터,"미 규제당국, 머스크 형제 테슬라 '내부자거래' 위반 혐의 조사",0
2485,2022.02.25,머니투데이,"머스크, SEC 비난하더니 내부거래 조사 받아…테슬라 또 급락하나",0
2487,2022.02.25,뉴스핌,"美 SEC, 테슬라 머스크 형제들 주식 매도 조사",0
2492,2022.02.25,글로벌이코노믹,"일론 머스크 형제 킴발 머스크, ""테슬라, 비트코인 구매 시 환경문제 무지했다""",0
2500,2022.01.17,파이낸셜뉴스,"테슬라, 배터리 원료 中 의존 탈피 시동",1
2502,2022.01.17,뉴스1,[김수종 칼럼] 테슬라는 왜 잘될까,1
2503,2022.01.17,이데일리,"""테슬라 같은 기술력 필수…새 시장 개척해 활로 찾아야""",1
2504,2022.01.17,글로벌이코노믹,[초점] EV 성장에 뜨는 리튬 채굴株…테슬라가 1위?,1
2505,2022.01.17,헬로티,수입 전기차 판매량 2만 대 돌파...1위는 테슬라 '모델 3',1
2506,2022.01.17,ZDNet Korea,"""테슬라, 사이버트럭 양산 2023년 1분기로 또 미뤄""",0
2510,2022.01.17,뉴스1,"테슬라, 중국에서 가장 잘 팔리는 전기차 3위·4위 차지",1
2515,2022.01.17,데일리카,"테슬라, 날씨 추우면 히트펌프 먹통되나..잠재적 안전 우려(?)",0
2520,2022.01.17,뉴스핌,"[홍콩 시황LIVE] 성장주 가치하락 우려, 애플테슬라 테마주 약세",0
2522,2022.01.17,글로벌이코노믹,"테슬라, 인도 정부와 전기차 수입관세 인하 협의 중인듯",1
2526,2022.01.17,핀포인트뉴스,"제2의 테슬라' 루시드, 결함투성?...고객 불만 폭주한다",0
2697,2022.01.17,파이낸셜뉴스,"테슬라, 배터리 원료 中 의존 탈피 시동",1
2698,2022.01.17,뉴스1,"테슬라, 中의존도 낮춘다…美 루이지애나 공장서 배터리 핵심 소재 조달",1
2699,2022.01.17,머니투데이,"테슬라, 中 밖으로 손뻗는다…배터리 핵심 재료 아프리카산 조달",1
2700,2022.01.17,파이낸셜뉴스,"테슬라, 배터리 핵심원료 흑연 中의존도 낮춘다",1
2701,2022.01.17,이투데이,"테슬라, 중국 의존도 낮출까…모잠비크서 배터리 핵심 재료 흑연 조달 나서",1
2702,2022.01.17,글로벌이코노믹,"[초점] 테슬라, 전기차 배터리 소재 흑연 모잠비크산 구매…중국 의존도 줄이나",1
2770,2022.02.22,조선비즈,"테슬라, 첫 유럽 공장 오픈 지연되는 이유는",0
2771,2022.02.22,머니S,테슬라 안전성 '빨간불'… 독일도 오토파일럿 조사 착수,0
2772,2022.02.22,KBS,서울 구로구 야외주차장서 ‘전기차’ 테슬라 화재,0
2773,2022.02.22,뉴시스,"""탄 냄새에 정차하니 불꽃""…구로 주차장서 테슬라 화재(종합)",0
2776,2022.02.22,연합인포맥스,"테슬라 ""SEC가 당국 수사 내용 유출했다""",0
2777,2022.02.22,매일경제,"테슬라, 증산계획 차질빚나…독일공장 승인지연 '발동동'",0
2781,2022.02.22,연합인포맥스,테슬라에 중요한 유럽 공장 가동이 늦어지는 이유는,0
2782,2022.02.22,MBC,서울 오류동서 주차된 테슬라 화재로 전소‥인근 차들도 피해,0
2783,2022.02.22,투데이신문,"테슬라, 잦은 리콜‧지지부진 AS…브랜드·신뢰 손상 불가피",0
2785,2022.02.22,뉴스1,구로 주차장서 테슬라 전기차에 불…다른 차 4대 일부 소실,0
2788,2022.02.22,글로벌이코노믹,[초점] 테슬라 獨 기가팩토리4 가동 예상보다 지연되는 이유,0
2791,2022.02.22,YTN,서울 도심 테슬라 전기차 화재...인명 피해 없어,0
2792,2022.02.22,쿠키뉴스,"주차된 테슬라 차량서 화재, 1시간여 만에 진압...“인명 피해 없어”",0
2797,2022.02.22,더구루,"테슬라 모델Y, 美 카즈닷컴 '올해의 전기차‘ 수상",1
3024,2022.02.20,연합인포맥스,"테슬라 ""SEC가 당국 수사 내용 유출했다""",0
3024,2022.02.21,연합인포맥스,"테슬라 ""SEC가 당국 수사 내용 유출했다""",0
3024,2022.02.22,연합인포맥스,"테슬라 ""SEC가 당국 수사 내용 유출했다""",0
3062,2022.02.22,KBS,서울 구로구 야외주차장서 ‘전기차’ 테슬라 화재,0
3063,2022.02.22,뉴시스,서울 구로구 주차장서 테슬라 화재…차량 4대 태워,0
3064,2022.02.22,연합뉴스,구로구 지상주차장서 테슬라 차량 화재로 전소…인명피해 없어,0
3065,2022.02.22,아이뉴스24,구로구 주차장서 테슬라 차량 화재…인명피해 없어,0
3066,2022.02.22,FPN,구로구 야외주차장서 테슬라 차량 화재… 7천만원 재산피해,0
3067,2022.02.22,데일리카,"[속보] 테슬라 모델3, 서울 구로 주차장서 화재..원인 조사중",0
3101,2022.01.13,한국경제TV,"테슬라, 전기차 25대 해킹한 10대 소년 소식에 발칵",0
3103,2022.01.13,조선비즈,“19세 독일 청년이 테슬라 전기차 25대 해킹...원격으로 문 여닫아”,0
3104,2022.01.13,조세일보,"[글로벌 증시] 美 웨드부시, 테슬라 목표가 최고 1800달러로 제시...테슬라 3.93% ↑",1
3106,2022.01.13,아주경제,"엠플러스 주가 10%↑...""테슬라, 中서 12월에만 7만여대 판매""",1
3107,2022.01.13,글로벌이코노믹,[초점] 테슬라가 보여준 반도체 부족 해법 'AI로 자체 생산',1
3108,2022.01.13,지피코리아,"테슬라, 캐나다 '영하 30도'에 히팅 시스템 먹통...교통국 조사 착수",0
3109,2022.01.13,내외경제tv,테슬라' 중국에서 쓸어갔다...앞으로 돈 줘도 못 살 수 있어,0
3110,2022.01.13,조세일보,"[글로벌 증시] 美 웨드부시, 테슬라 목표가 최고 1800달러로 제시...테슬라 3.93% ↑",1
3113,2022.01.13,아주경제,"엠플러스 주가 10%↑...""테슬라, 中서 12월에만 7만여대 판매""",1
3114,2022.01.13,한국경제TV,물가 7% 급등 불구 3대지수 상승…테슬라 3%↑ [출근전 꼭 글로벌브리핑],1
3116,2022.01.13,글로벌이코노믹,[초점] 테슬라가 보여준 반도체 부족 해법 'AI로 자체 생산',1
3120,2022.01.13,매일경제,[Industry Review] 테슬라의 혁신 추진력…전세계서 활약하는 '테슬람',1
3121,2022.01.13,이투데이,"일론 머스크 ""테슬라가 인도 시장 진출 못한 이유? 정부 탓""",0
3122,2022.01.13,SBS Biz,"테슬라 공동창업자 ""美 전기차 판매 본격 상승궤도...수요 따라갈 수 있을지 의문""",1
3123,2022.01.13,데일리카,"미 캘리포니아주, 테슬라에 자율주행차 규제 적용 검토..그 배경은?",0
3124,2022.01.13,데일리카,"테슬라, 1020마력 모델S 위한 트랙 모드 공개..서킷에서도 빠른 전기차!",1
3125,2022.01.13,뉴스1,[속보] 테슬라 3.93% 급등한 1106달러에 마감,1
3126,2022.01.13,아주경제,"KEC 주가 3%↑…테슬라, FSD 가격 인상 때문?",1
3127,2022.01.13,더구루,테슬라 中 대규모 채용…'신모델' 생산 인력,1
3128,2022.01.13,뉴스1,[속보] 테슬라 대항마 리비안 3.51% 상승한 86.48달러에 마감,1
3130,2022.01.13,중소기업신문,기록적 물가 급등에도 뉴욕증시 상승…테슬라 4%↑,1
3131,2022.01.13,열린뉴스통신,"중국 상하이 테슬라 기가팩토리, 작년 48만4천대 인도...""전년 대비 235% 증가""",1
3135,2022.01.13,SBS Biz,"[서학개미 뭐샀나] 테슬라 1위 탈환…中 판매 신기록, 실적 기대감 고조",1
3136,2022.01.13,한국금융신문,미 뉴욕증시 이틀 연속 상승 마감...테슬라 3.93% 급등,1
3141,2022.01.13,글로벌경제,"테슬라주가, 1100달러 재돌파...美국채금리 하락에 대형기술주 일제히 상승",1
3142,2022.01.13,글로벌이코노믹,[뉴욕증시] 나스닥 3일 연속 상승… 테슬라 3.93% 급등,1
3143,2022.01.13,디지털데일리,조기 금리인상 우려 해소한 미국 증시 훈풍… 테슬라 다시 ‘천백슬라’ 복귀,1
3145,2022.01.13,베타뉴스,2021년 중국 자동차 판매 2628만대…해외업체 중 테슬라만 10위권에 랭크,1
3148,2022.01.13,이코노뉴스,"센트랄모텍·명신산업, 테슬라 관련주 모두 소폭 상승…특히 센트랄모텍 2거래일 연속 상승",1
3151,2022.01.13,핀포인트뉴스,나스닥 다우지수 모두 웃었다... 테슬라 상승에 삼성SDI LG화학 SK이노베이션 상승탄력?,1
3153,2022.01.13,글로벌이코노믹,"뉴욕증시· 비트코인 오히려 상승, 테슬라 효과 CPI 7.0% 공포탄",1
3156,2022.01.13,초이스경제,뉴욕증시 나스닥100 '상승'...테슬라·반도체주 '껑충' vs 바이오젠·페이팔 '급락',1
3157,2022.01.13,이코노뉴스,"뉴욕증시, 미국 물가급등에도 채권금리 상승세 진정에 올라…애플 등 기술주 회복세 지속, 테슬라 4%대 급등세-바이오젠 6%대 급락세",1
3158,2022.01.13,이코노뉴스,"명신산업·엠에스오토텍, 테슬라 관련주 모두 상승세로…특히 엠에스오토텍 3% 상승에 6000원선 회복",1
3316,2022.02.08,문화일보,"테슬라, 지난해 말 기준 2조3900억 원 비트코인 보유",1
3321,2022.02.08,엠투데이,"테슬라, 반도체 부족으로 조향장치 부품까지 줄였다.",0
3322,2022.02.08,SBS Biz,"[또, 오해경!] 테슬라, 2조3900억 원어치 비트코인 보유",1
3324,2022.02.08,디지털데일리,"테슬라 ‘차량용 칩’ 확보 악전고투…中 생산 일부 모델, 부품줄여 출고",0
3325,2022.02.08,데일리굿뉴스,"세계 전기차 판매량, 두 배 늘어…국내선 현대차·테슬라 양강구도",1
3329,2022.02.08,글로벌이코노믹,"테슬라, 중국시장 매출 2년 연속 110% 폭풍 성장",1
3330,2022.02.08,디지털데일리,"테슬라 ‘차량용 칩’ 확보 악전고투…中 생산 일부 모델, 부품줄여 출고",0
3339,2022.02.08,핀포인트뉴스,"덩치 커진 테슬라, '오너 리스크·서비스·사회공헌' 구설수도 지속",1
3340,2022.02.08,SBS Biz,"[글로벌 비즈] 테슬라, 약 2조4천억원 규모의 비트코인 보유중",1
3344,2022.02.08,SBS Biz,[서학개미 뭐샀나] 대세는 기술주…아마존·루시드·페이팔·테슬라까지,1
3346,2022.02.08,이코노뉴스,"센트랄모텍·명신산업, 테슬라 관련주 모두 하락세로…1% 낙폭",0
3347,2022.02.08,글로벌이코노믹,"테슬라, '인종 차별'로 캘리포니아주에 소송 당할듯",0
3349,2022.02.08,핀포인트뉴스,인플레 우려속 다우 나스닥 혼조... 테슬라 휘청 삼성SDI· LG화학 등 2차전지 관련주 악재?,0
3352,2022.02.08,뉴스투데이,"[전기차인가 플랫폼인가? (2)] 테슬라, 모빌리티 전환을 주도(中)",1
3354,2022.02.08,글로벌경제,"테슬라 구글 등 대형기술주 성장주 약세 이어가...뉴욕증시, 보합세",0
3355,2022.02.08,핀포인트뉴스,"테슬라·리비안·루시드, 주가 약세…뉴욕 증시 혼조에도 왜?",0
3361,2022.02.08,이코노뉴스,"뉴욕증시, 기술주 하락 등 영향 혼조세…메타 5%대 급락, 테슬라 1%대 하락-펠로톤 20%대 급등, 엔비디아 1%대 상승",0
3366,2022.02.08,초이스경제,미국증시 나스닥100 '하락'...펠로튼 '폭등' vs 테슬라·애플·메타·알파벳A·넷플릭스 '하락',0
3418,2022.02.08,글로벌경제,"테슬라 구글 등 대형기술주 성장주 약세 이어가...뉴욕증시, 보합세",0
3419,2022.02.08,핀포인트뉴스,"테슬라·리비안·루시드, 주가 약세…뉴욕 증시 혼조에도 왜?",0
3421,2022.02.08,내외경제tv,[특징주] 테슬라 관련주 센트랄모텍 하락세..다른 관련주는?,0
3427,2022.02.08,이코노뉴스,"뉴욕증시, 기술주 하락 등 영향 혼조세…메타 5%대 급락, 테슬라 1%대 하락-펠로톤 20%대 급등, 엔비디아 1%대 상승",1
3430,2022.02.08,초이스경제,"미국증시 마감 39분전...펠로톤 '폭등', 아마존 '상승', 테슬라 '강보합', 美10년물금리 1.918%",1
3432,2022.02.08,초이스경제,미국증시 나스닥100 '하락'...펠로튼 '폭등' vs 테슬라·애플·메타·알파벳A·넷플릭스 '하락',0
3573,2022.02.08,경향신문,"""테슬라 지분 팔까""…머스크 SNS 글, 결국 제재 수순",0
3574,2022.02.08,뉴시스,"미 당국, 머스크 ""테슬라 주식 팔까?"" 트윗 조사 착수",0
3575,2022.02.08,연합뉴스,"美당국, 테슬라에 소환장…외신 ""'머스크 주식팔까' 트윗 조사""",0
3576,2022.02.08,부산일보,"""주식 팔까?"" 美, 테슬라에 일론 머스크 관련 소환장 발부",0
3577,2022.02.08,조선일보,"머스크 “주식 팔까” 묻는 트윗…美당국, 테슬라에 소환장 발부",0
3578,2022.02.08,머니투데이,"""테슬라 팔까?"" 트윗에 주가 16%↓…머스크, 또 조사 받는다",0
3579,2022.02.08,조선비즈,"美 증권당국, 머스크 또 소환…“테슬라 주식 팔까” 트윗 조사",0
3580,2022.02.08,이데일리,"미 SEC, 머스크 ‘트윗 설문’ 관련 조사…테슬라에 소환장",0
3581,2022.02.08,이투데이,"미국 SEC, 테슬라에 소환장...주식 매도 설문 트윗 조사",0
3582,2022.02.08,한국경제TV,"머스크 ""주식 팔까?"" 트윗 조사…테슬라에 소환장",0
3583,2022.02.08,연합뉴스,"美당국, 테슬라에 소환장…""머스크 '주식팔까' 트윗 조사""(종합)",0
3584,2022.02.08,이데일리,"(영상)美당국, “주식 팔까?” 머스크 트윗 조사…테슬라에 소환장",0
3585,2022.02.08,톱스타뉴스,"미국 당국, 테슬라에 소환장…일론 머스크 '주식팔까' 트윗 조사",0
3586,2022.02.08,YTN,"美 증권 당국, 테슬라에 소환장...""머스크 '주식 팔까' 트윗 조사""",0
3587,2022.02.08,헤럴드경제,"美 증시 규제 당국, 테슬라에 소환장…머스크 트윗글 조사 착수?",0
3588,2022.02.08,글로벌이코노믹,"[뉴욕증시] 테슬라 주가 조작 혐의, SEC 머스크 긴급 소환",0
3589,2022.02.08,KBS,"美 증권당국, 테슬라에 소환장…“머스크 ‘주식 팔까’ 트윗 조사”",0
