"날짜","언론사","제목","링크"
"2022.01.14","매일경제","[단독] LG엔솔, 美 GM 이어 日 혼다 손잡고…배터리 세계 1위 승부수","http://news.mk.co.kr/newsRead.php?no=41146&year=2022"
"2022.01.14","조선비즈","[특징주] 네이버·카카오, 美 기술주 부진에 낙폭 키워","https://biz.chosun.com/stock/market_trend/2022/01/14/ZAGCHIWL6JGRLB37ML6GBBANCQ/?utm_source=naver&utm_medium=original&utm_campaign=biz"
"2022.01.14","뉴스핌","1/14 GAM 뉴스브리핑","http://www.newspim.com/news/view/20220114000029"
"2022.01.14","머니투데이","CES의 정의선, 무대 위의 최태원[광화문]","http://news.mt.co.kr/mtview.php?no=2022011111043942569"
"2022.01.14","서울와이어","중국, 신에너지차 신흥강자 부상… 코트라 ""한국기업 시장진출 돕겠다""","http://www.seoulwire.com/news/articleView.html?idxno=459755"
"2022.01.14","이투데이","골드만삭스, 3번 금리인상 전망했지만...""올해도 미국 주식이 답""","https://www.etoday.co.kr/news/view/2096648"
"2022.01.14","아이투자","[급등주] 오디텍, 상한가.. LG이노텍에 부품 공급 부각","http://www.itooza.com/common/iview.php?no=2022011413360737859"
"2022.01.14","SBS Biz","뉴욕증시 하락 마감…나스닥 2.51%↓","https://biz.sbs.co.kr/article_hub/20000046582?division=NAVER"
"2022.01.14","중소기업신문","금리인상 우려에 뉴욕증시 하락…기술주 부진","http://www.smedaily.co.kr/news/articleView.html?idxno=222837"
"2022.01.14","부산일보","미 연준 잇단 금리인상 예고발언에 나스닥 2.5% 하락","http://www.busan.com/view/busan/view.php?code=2022011407000131454"
"2022.01.14","뉴스웍스","[14일 특징주] DMZ 보호구역 해제에 관련주 강세…코아스 등 8개 종목 상한가","http://www.newsworks.co.kr/news/articleView.html?idxno=588661"
"2022.01.14","MTN","배터리업계, '600조' 배터리 재활용 시장 '정조준'","https://news.mtn.co.kr/news-detail/?v=2022011416573131224"
"2022.01.14","이데일리","'빅2' 체제 개편 놓친 조선업…첨단기술·친환경 가속화하나","http://www.edaily.co.kr/news/newspath.asp?newsid=01692486632197720"
"2022.01.14","전기신문","떠오르는 중국 新에너지차 시장서 기회찾자","http://www.electimes.com/article.php?aid=1642119378227864010"
"2022.01.14","톱스타뉴스","미국 뉴욕증시, 금리인상 우려·기술주 부진에 하락…S&P 1.42%↓·나스닥 2.51%↓·다우 0.49%↓","http://www.topstarnews.net/news/articleView.html?idxno=14663971"
"2022.01.14","전기신문","떠오르는 중국 新에너지차 시장서 기회찾자","http://www.electimes.com/article.php?aid=1642119378227864010"
"2022.01.14","매경이코노미","올해는 전기차 풍년, 기다릴만 했네...알수록 탐나는 '신차' 베스트 5","https://www.mk.co.kr/economy/view/2022/41231"
"2022.01.14","글로벌이코노믹","코트라 ""中 신에너지차 시장 진출 기회 모색해야""","http://www.g-enews.com/ko-kr/news/article/news_all/20220114103904555617d87753da_1/article.html"
"2022.01.14","뉴스1","'유튜브 신기원' 아기상어가 열었다…100억 뷰 돌파(상보)","https://www.news1.kr/articles/?4554539"
"2022.01.14","경기신문","2022년 주목해야할 '올해 車산업 트렌드'","https://www.kgnews.co.kr/news/article.html?no=685444"
"2022.01.14","이투데이","[상보] 뉴욕증시, 긴축 불안·기술주 차익실현에 나스닥 2.51% 급락","https://www.etoday.co.kr/news/view/2096420"
"2022.01.14","헬로티","자동차 산업, “코로나 이전 수준, 내년이나 가능할 전망”","https://www.hellot.net/news/article.html?no=65009"
"2022.01.14","연합인포맥스","[오전 주요 국제금융뉴스] (14일)","http://news.einfomax.co.kr/news/articleView.html?idxno=4193910"
"2022.01.14","서울와이어","뉴욕증시, 브레이너드 매파 발언에 일제히 하락","http://www.seoulwire.com/news/articleView.html?idxno=459727"
"2022.01.14","서울와이어","뉴욕증시, 브레이너드 매파 발언에 일제히 하락","http://www.seoulwire.com/news/articleView.html?idxno=459727"
"2022.01.14","뉴스핌","[뉴욕증시] 기술주 약세에 일제히 하락…나스닥 2.51%↓","http://www.newspim.com/news/view/20220114000009"
"2022.01.14","컨슈머타임스","코트라 ""떠오르는 중국 新에너지차 시장서 기회 찾자""","http://www.cstimes.com/news/articleView.html?idxno=486144"
"2022.01.14","테크월드","솔루스첨단소재, 헝가리 정부에 인센티브 2400만 유로 받는다","http://www.epnc.co.kr/news/articleView.html?idxno=218914"
"2022.01.14","연합인포맥스","서학개미 '최애' 종목 중 인플레 가장 잘 버틸 기업은","http://news.einfomax.co.kr/news/articleView.html?idxno=4193905"
"2022.01.14","워크투데이","떠오르는 중국 신에너지차 시장서 기회 찾자....충전 인프라 등 지원 확대","http://www.worktoday.co.kr/news/articleView.html?idxno=21711"
"2022.01.14","연합인포맥스","골드만삭스 ""올해 美 주식 비중 확대해야…닷컴 버블 때와 달라""","http://news.einfomax.co.kr/news/articleView.html?idxno=4193848"
"2022.01.14","SBS Biz","[증시전략] 4분기 美 어닝시즌 ‘기대와 불안’ 엇갈려…전망은?","https://biz.sbs.co.kr/article_hub/20000046594?division=NAVER"
"2022.01.14","위키트리","[스톡+ 데일리 픽] 오늘(14일)의 추천주는 POSCO·DB손해보험","https://www.wikitree.co.kr/articles/724379"
"2022.01.14","서울경제","[시그널] SGPE, 신산업 바이아웃펀드 최대 8,000억 조성 추진","https://www.sedaily.com/NewsView/260V2NF4MV"
"2022.01.14","더퍼스트","팬더TV, BIG4 이벤트 결과 발표","http://www.thefirstmedia.net/news/articleView.html?idxno=87364"
"2022.01.14","SBS Biz","[글로벌 마켓] ‘삼일천하’로 끝난 기술주 랠리…나스닥 2% 넘게 급락","https://biz.sbs.co.kr/article_hub/20000046592?division=NAVER"
"2022.01.14","MTN","[리턴즈 고래 삼총사] 국내 증시 점진적 반등 기대, 대응법 공개","https://news.mtn.co.kr/news-detail/?v=2022011407544219452"
"2022.01.14","톱스타뉴스","미국 뉴욕증시, 연준 부의장 인준 청문회 주시, 혼조…S&P 0.33%↓·나스닥 0.97%↓·다우 0.22%↑","http://www.topstarnews.net/news/articleView.html?idxno=14663960"
"2022.01.14","중소기업신문","美 연준 긴축 드라이브 대형 기술주 다시 흔들","http://www.smedaily.co.kr/news/articleView.html?idxno=222854"
"2022.01.14","딜라이트닷넷","[뉴욕증시] 조기 긴축 우려에 기술주 급락…나스닥 2.5% 떨어져","http://www.delighti.co.kr/news/articleView.html?idxno=32717"
"2022.01.14","이코노믹리뷰","[뉴욕증시포커스] 조기 금리인상 우려에 급락…나스닥 2.5%↓","http://www.econovill.com/news/articleView.html?idxno=562119"
"2022.01.14","서울와이어","코스피, 한은 금리 추가 인상 시사에 1.36% 하락… 2920대로 추락","http://www.seoulwire.com/news/articleView.html?idxno=459793"
"2022.01.14","여성소비자신문","KOTRA '중국 新에너지차 시장 발전 동향 및 전망' 보고서 발간","http://www.wsobi.com/news/articleView.html?idxno=151441"
"2022.01.14","Queen","뉴욕증시, 금리인상 우려·기술주 부진에 급락…나스닥 2.51%↓ S&P 1.42%↓","http://www.queen.co.kr/news/articleView.html?idxno=371512"
"2022.01.14","MTN","[이항영의 월가이드] 美 코로나 확진수가 증가하며 경기민감주도 상승세...이유는?","https://news.mtn.co.kr/news-detail/?v=2022011407550175220"
"2022.01.14","연합인포맥스","배런스 ""포드, 왜 시총 1천억 달러 웃돌았는지 이해 어려워""","http://news.einfomax.co.kr/news/articleView.html?idxno=4193764"
"2022.01.14","더구루","BMW, 배터리 내재화보다 공급망 강화…폭스바겐과 다른 길 간다","https://www.theguru.co.kr/news/article.html?no=30329"
"2022.01.14","뷰어스","[안병수의 증시 Veiw] 전기차시장 급속 확대...수혜주는?","http://theviewers.co.kr/View.aspx?No=2180964"
"2022.01.14","글로벌이코노믹","[뉴욕증시] 기술주 '휘청'… 나스닥 2.51% 급락 돌변","http://www.g-enews.com/ko-kr/news/article/news_all/202201140627199477be84d87674_1/article.html"
"2022.01.14","테크월드","전기차 9대당 충전소는 1곳뿐…세계는 '충전 갈등'","http://www.epnc.co.kr/news/articleView.html?idxno=218872"
"2022.01.14","비즈니스포스트","뉴욕증시 3대 지수 다 내려, 성장주 중심 차익실현 매도에 하락세 전환","https://www.businesspost.co.kr/BP?command=article_view&num=268436"
"2022.01.14","FETV","코스피, 1%대 하락 마감...나스닥 약세·금리 인상","https://www.fetv.co.kr/news/article.html?no=106278"
"2022.01.14","열린뉴스통신","중국 신에너지차 판매량, 7년 연속 세계1위...코트라, ""우리 기업 진출 지원하겠다""","https://www.onews.tv/news/articleView.html?idxno=108078"
"2022.01.14","서울파이낸스","신한금융투자: 한국항공우주·액트로·농심","http://www.seoulfn.com/news/articleView.html?idxno=444055"
"2022.01.14","데일리카","생산은 독일·배터리는 미국..베트남의 전기차는 성공할 수 있을까?","http://www.dailycar.co.kr/content/news.html?type=view&autoId=42544"
"2022.01.14","더벨","[더벨]LGES 투자 계획, 미국에 '후'하고 중국에 '박'한 이유는","http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202201111526042320108981"
"2022.01.14","증권경제신문","[여기는 뉴욕] 뉴욕 증시, 3월 금리인상 시사에 기술주 하락...나스닥 2.5% ↓","http://www.koreastocknews.com/news/articleView.html?idxno=69565"
"2022.01.14","넥스트데일리","큐레도, 탈중앙화 트레블룰 준수 솔루션으로 기관들의 디파이 참여 견인하나?","http://www.nextdaily.co.kr/news/articleView.html?idxno=202541"
"2022.01.14","코인리더스","빅데이터로 본 '약세장 속 랠리' 도지코인(DOGE) vs 니어프로토콜(NEAR) 트렌드","http://coinreaders.com/19397"
"2022.01.14","SBS Biz","[또, 오해경!] 포드 시가총액 처음으로 1천억 달러 돌파","https://biz.sbs.co.kr/article_hub/20000046617?division=NAVER"
"2022.01.14","오피니언뉴스","[오늘의 글로벌마켓] 뉴욕증시, 연준 긴축 우려에 나스닥 2.5% 급락","http://www.opinionnews.co.kr/news/articleView.html?idxno=60434"
"2022.01.14","국민일보","브레이너드 ‘백어택’ 또 무너진 나스닥 [3분 미국주식]","http://news.kmib.co.kr/article/view.asp?arcid=0016669351&code=61141211&cp=nv"
"2022.01.14","뉴스1","[뉴욕마감]나스닥 2.5%↓…연준 2인자 3월 금리인상 언급","https://www.news1.kr/articles/?4554134"
"2022.01.14","핀포인트뉴스","[업비트 급등주]도지코인·카바·스와이프·스테이터스·폴카닷, 왜?","http://www.pinpointnews.co.kr/view.php?ud=202201141349028688a029d22e5e_45"
"2022.01.14","빅터뉴스","KB증권, 1월 둘째주 LG이노텍 등 13종목 매수 추천","http://www.bigtanews.co.kr/news/articleView.html?idxno=9877"
"2022.01.14","더밸류뉴스","[칼럼] 대선 최우선 공약이 '기업하기 좋은 나라 만들기'여야 하는 3가지 이유","http://www.thevaluenews.co.kr/news/view.php?idx=167026"
"2022.01.14","서울경제","자율주행 등 차세대 칩개발 '의기투합'...車반도체 초격차 신호탄","https://www.sedaily.com/NewsView/260V3CK52B"
"2022.01.14","핀포인트뉴스","[빗썸 급등주]도지코인·소다코인·폴라리스쉐어·이더리움클래식·고머니2, 왜?","http://www.pinpointnews.co.kr/view.php?ud=202201141505232047a029d22e5e_45"
"2022.01.14","핀포인트뉴스","[코빗 급등주]아발란체·도지코인·메디블록·밴드프로토콜·1인치, 뭐길래?","http://www.pinpointnews.co.kr/view.php?ud=202201141016446801f97614fb6c_45"
"2022.01.14","초이스경제","美 반도체지수 '급락' 이어...삼성전자 · SK하이닉스, '약세 출발'","http://www.choicenews.co.kr/news/articleView.html?idxno=88094"
"2022.01.14","조선일보","전기차 시대 암초 등장… 니켈값 폭등, 10년만에 최고가","https://www.chosun.com/economy/auto/2022/01/14/Q2AUIV3BU5EARBRI6E5Q65NR7U/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news"
"2022.01.14","베타뉴스","[베타 모닝브리핑] 재발한 금리 인상 우려 속 위험회피 심리 증가","http://www.betanews.net:8080/article/1303025.html"
"2022.01.14","연합뉴스","뉴욕증시, 은행 실적 발표 속 혼조세로 출발","http://yna.kr/AKR20220114179100009?did=1195m"
"2022.01.14","한국경제","중국 반도체 굴기, 실패했다고?…'글쎄' [더 머니이스트-Dr.J’s China Insight]","https://www.hankyung.com/economy/article/202201123191Q"
"2022.01.14","엠투데이","LG엔솔, GM. 스텔란티스 이어 혼다와도 美에 배터리 합작공장 설립","http://www.autodaily.co.kr/news/articleView.html?idxno=431359"
"2022.01.14","초이스경제","美 12월 PPI 발표한 날...미국증시 4대지수 '하락', 나스닥 '털썩', 주요 기술주 '급락'","http://www.choicenews.co.kr/news/articleView.html?idxno=88086"
"2022.01.14","글로벌이코노믹","[쌍용차 68년-4] 전기차 ‘코란도‧무쏘’로 SUV 명가 복원","http://www.g-enews.com/ko-kr/news/article/news_all/202201141706557888a67d2c7d5a_1/article.html"
"2022.01.14","한국일보","NYPD, 경찰 차량으로 머스탱 마하-E, 모델 3 구매 결정","https://hankookilbo.com/News/Read/A2022011322400004259?did=NA"
"2022.01.14","매일경제","먼저 미래를 경험하라! 서울관이 큰 인기를 끈 이유 [CES 2022 유레카 파크]","http://news.mk.co.kr/newsRead.php?no=42190&year=2022"
"2022.01.14","미주중앙일보","가주 태양광 보조금 삭감 논란","https://news.koreadaily.com/2022/01/13/society/generalsociety/20220113195327005.html"
"2022.01.14","뉴스토마토","(단독)폭스바겐 '유럽선 전기차 한국서 디젤떨이'… 판매 비중 80% 넘어","http://www.newstomato.com/ReadNews.aspx?no=1099812&inflow=N"
"2022.01.14","엠투데이","LG(유럽용). SK(북미용) 배터리 동시 장착하는 폭스바겐 ID.4, 어떤 결과 나올까?","http://www.autodaily.co.kr/news/articleView.html?idxno=431356"
"2022.01.14","뉴스투데이","코스피, 한은 금리인상+外人·기관 매도로 장중 한때 2,920선까지 후퇴","https://www.news2day.co.kr/article/20220114500127"
"2022.01.14","SBS Biz","[차영주의 금요시장] 다음 주 국내증시, ‘LG에너지솔루션’에 달렸다?","https://biz.sbs.co.kr/article_hub/20000046611?division=NAVER"
"2022.01.14","인더뉴스","[물적분할의 덫] ③구글·유튜브도 비상장…“이해상충 리스크 커”","https://www.inthenews.co.kr/news/article.html?no=43579"
"2022.01.14","글로벌이코노믹","[뉴욕 e종목]마이크로소프트, 애플과 시총 1위 경쟁…연내 '3조 달러 클럽' 가입하나","http://www.g-enews.com/ko-kr/news/article/news_all/2022011406551042696b49b9d1da_1/article.html"
"2022.01.14","미주중앙일보","[재정 칼럼] 한국 주식투자 실패","https://news.koreadaily.com/2022/01/13/society/opinion/20220113163344530.html"
"2022.01.14","서울경제TV","“中 신에너지차 시장서 기회 찾아야”…코트라, 보고서 발간","http://www.sentv.co.kr/news/view/609599"
"2022.01.14","조선비즈","테슬라, 전기 픽업트럭 생산 또 연기…“2022년 생산” 홈피 문구 삭제","https://biz.chosun.com/international/international_economy/2022/01/14/VH554CS3WJCEFHWMRB4D5NGPTE/?utm_source=naver&utm_medium=original&utm_campaign=biz"
"2022.01.14","뉴스1","""테슬라, 전기 픽업트럭 '사이버트럭' 생산 내년 초로 미뤄""-로이터","https://www.news1.kr/articles/?4554479"
"2022.01.14","이투데이","“테슬라 사이버트럭, 올해도 생산 못한다”...내년으로 또 연기","https://www.etoday.co.kr/news/view/2096643"
"2022.01.14","연합뉴스","""테슬라 전기픽업 '사이버트럭' 생산 내년 1분기로 또 연기""","http://yna.kr/AKR20220114061200075?did=1195m"
